Date of Inventory Valuation,Time of Inventory Valuation,Date Inventory Received,Time Inventory Received,Invoice ID,Invoice Line #,State Tracking ID,Batch,Receiving License,Product Type,Subtype,Brand,Product Name,Classification,Tier,Available,Reserved,Packed & Ready,Unit Cost,Amount,Unit of Measure,Total Cost,Unit Price,Potential Gross Sales,Location,Date Last Received,Time Last Received,Packaged Date,External Invoice ID,Manifest #,Harvest Batch,Production Batch #,Attributes,Product Barcodes,Inventory Barcodes,Distributor,Distributor License,Harvest Date,Manufacture Date,Expiration Date,Lab Testing State,Total Mg THC,Total Mg CBD,Size,Extraction Method,External ID,Inventory Type,Alpha Bisabolol Lab Result,Alpha Humulene Lab Result,Alpha Pinene Lab Result,Beta Caryophyllene Lab Result,Beta Myrcene Lab Result,Beta Pinene Lab Result,Caryophyllene Lab Result,Cbd Lab Result,Cbda Lab Result,Cbg Lab Result,Cbn Lab Result,Eucalyptol Lab Result,Limonene Lab Result,Linalool Lab Result,Thc Lab Result,Thca Lab Result
"07/27/2025","08:13 AM","03/27/2025","10:40:41","eb95479b-8473-44ce-a849-92b46afe03a3","3364792d-5a5f-43e1-8112-bece4a50fe0e","1A41103000002BE000077412","RZI8C","RE000727","PREROLL","FLOWER","KIND TREE","KIND TREE 1.75G PLATINUM PEACHES 5PK PREROLLS","INDICA","","7.000000","0.000000","0.000000","17.000000","1.75","GRAMS","119.000000000000","34.0","238.0","A. LIVE ADULT USE PRODUCTS","03/27/2025","10:46:58","03/24/2025","# 5142 (AU)","0001028352","","","MULTI-PACK","","KyO","TERRASCEND NJ","MM000005","","","09/20/2025","","","","1.75 G","","33c0ff60-c5e4-4a27-a563-7c0c0fb01fb9","ADULT",0.03 %,0.05 %,0.04 %,0.18 %,0.61 %,0.05 %,,,,0.28 %,,,0.38 %,,26.25 %,29.93 %
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","69a8a91a-2900-4083-bc40-18ced3c82a65","1A4110300000002000161772","RMA0G","RE000727","PREROLL","FLOWER","LOWELL","LOWELL 3.5G 6PK THE CHILL INDICA BLEND PREROLL","INDICA","","19.000000","0.000000","0.000000","22.000000","3.5","GRAMS","418.000000000000","50.0","950.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","07/01/2025","#1024958","0001097449","","","PREROLL,THE CHILL INDICA BLEND,MULTI-PACK,LOWELL","","Xau","ASCEND NEW JERSEY","9292020","","","01/01/2026","","","","3.5 G","","3a9a53fe-7fec-4275-9e3c-2a8970b4a330","ADULT",,0.12 %,0.11 %,0.35 %,0.23 %,0.12 %,,0.07 %,0.08 %,0.14 %,,,0.62 %,,23.25 %,25.4 %
"07/27/2025","08:13 AM","05/13/2025","11:57:06","b468a84b-a70e-4949-a796-ae005d4116cc","353f6fcc-a852-47fc-9f17-8ebd1aac5429","1A4110300000002000144922","DIJQP","RE000727","FLOWER","PRE-PACK","OZONE RESERVE","OZONE RESERVE 3.5G PK CRASHER FLOWER","HYBRID","","18.000000","0.000000","0.000000","19.250824","3.5","GRAMS","346.514832000000","60.0","1080.0","A. LIVE ADULT USE PRODUCTS","05/13/2025","12:02:16","03/17/2025","#972357 (AU)","#1057887","","","BODY HIGH,EUPHORIC,PAIN RELIEF,SWEET SPOT,SOUR,CITRUS,EARTHY","","jrP","ASCEND NEW JERSEY","9292020","","","09/17/2025","","","","3.5 G","","4c9f6df6-5006-4cd6-8bd8-fdee90840f18","ADULT",0.02 %,0.03 %,0.06 %,0.1 %,0.44 %,0.08 %,,,,0.18 %,,,0.56 %,,28.14 %,31.36 %
"07/27/2025","08:13 AM","05/30/2025","11:51:04","78fc275a-60ee-4a70-8b96-6fd440fdeeed","87bfa837-e155-48d2-b724-5ea92f0897fe","1A41103000002BF000109976","OPHV7","RE000727","EDIBLE","OTHER","VALHALLA","VALHALLA STRAWBERRY LEMONADE SOFT LOZENGES 100MG 10 PK","SATIVA","","1.000000","0.000000","0.000000","10.000000","100","MILLIGRAMS","10.000000000000","20.0","20.0","A. LIVE ADULT USE PRODUCTS","05/30/2025","12:00:22","04/16/2025","# 6091 ( AU )","0001070803","","","GUMMY","","ThL","TERRASCEND NJ","MM000005","","","09/04/2025","","100.0","","100 MG","","128f11a5-efa8-4298-9098-74712199e8d1","ADULT",,,,,,,,0.2212 %,,5.7556 %,0.4993 %,,,,87.0994 %,
"07/27/2025","08:13 AM","06/26/2025","13:34:53","fbb402bd-f228-4d12-a84a-d1aff32f0e70","23c6bfd1-b03d-44cd-b791-cd0f9dc46b30","1A41103000000CA000135890","UTOQN","RE000727","CARTRIDGE","DISTILLATE","SIMPLY HERB","SIMPLY HERB TROPICAL THUNDER 1G CARTRIDGE","HYBRID","","42.000000","0.000000","0.000000","17.000000","1","GRAMS","714.000000000000","40.0","1680.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:36:44","05/15/2025","#1010962","0001086741","","","CARTRIDGE","","gUA","ASCEND NEW JERSEY","9292020","","","05/15/2026","","","","1 G","","9a45c8b9-126a-44c5-83aa-f4c7a9cad48d","ADULT",,,,0.22 %,0.44 %,0.12 %,,,,2.87 %,0.31 %,,0.65 %,,86.63 %,
"07/27/2025","08:13 AM","07/02/2025","15:40:42","2bee88b2-4b4f-4ece-9b5f-9f2cc3f45909","be10b72a-aef1-4c56-8594-ac1652b85eca","1A411030000445D000019450","4XDJT","RE000727","EDIBLE","GUMMY","CAMINO SOURS","CAMINO SOURS BLACKBERRY DREAM DEEP SLEEP 1:1:1 10MG THC: 10MG CBN : 10MG CBD GUMMIES 10PK","INDICA","","7.000000","0.000000","0.000000","13.000000","100","MILLIGRAMS","91.000000000000","26.0","182.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:51:52","07/01/2025","#615626","0001092802","","","RATIO,GUMMY","","ibs","GARDEN SOCIETY","m00000001","","","","","100.0","","100 MG","","6675aa38-06ac-4b5f-a377-1c52d7d23861","ADULT",
"07/27/2025","08:13 AM","07/02/2025","15:40:42","2bee88b2-4b4f-4ece-9b5f-9f2cc3f45909","09e10364-5c07-4909-8f7f-249a94bfe8fc","1A411030000445D000019445","LD3XQ","RE000727","EDIBLE","GUMMY","CAMINO","CAMINO FRESHLY SQUEEZED “RECOVER“ 5MG : 10MG CBG 20PK","S/I","","18.000000","0.000000","0.000000","13.000000","100","MILLIGRAMS","234.000000000000","26.0","468.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:51:52","07/01/2025","#615626","0001092802","","","GUMMY,RATIO","","IRk","GARDEN SOCIETY","m00000001","","","","","100.0","","100 MG","","9548e7a2-aae8-4371-b9be-9681747eb7ea","ADULT",
"07/27/2025","08:13 AM","06/26/2025","13:37:45","985c8084-f90b-42ae-9b28-0ccee8e087e9","09a4a1d4-64ad-491d-b085-25b93ebb6a45","1A4110300006339000025520","99X6H","RE000727","EDIBLE","GUMMY","WYLD","WYLD 100MG 10PK RASPBERRY GUMMIES","SATIVA","","19.000000","0.000000","0.000000","9.350000","100","MILLIGRAMS","177.650000000000","22.0","418.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:46:45","05/28/2025","#000753","0001088508","","","RASPBERRY,GUMMY,WYLD,THC,100MG 10PK,EDIBLES,RASPBERRY","","rHZ","WYLD","M000117","","","11/19/2025","","100.0","","100 MG","","c156e07c-7a30-4520-8533-cc62d46b503b","ADULT",
"07/27/2025","08:13 AM","06/26/2025","12:10:30","adcb0b1a-9099-4f4a-b83c-cc9e58c97cf4","712b2854-c872-417c-b9e2-5224006a7b30","1A4110300006C99000020826","ATVN3","RE000727","CARTRIDGE","510 THREAD","ROVE","ROVE 0.5G GELATO CARTRIDGE","INDICA","","6.000000","0.000000","0.000000","19.998945","0.5","GRAMS","119.993670000000","40.0","240.0","RETURN FOR CREDIT","06/26/2025","12:17:07","06/25/2025","#598","0001088136","","","CARTRIDGE","","gXD","VICTORY NATURAL FARMS, LLC","M000123","","","10/06/2025","","","","0.5 G","","8b26e6f9-bf95-478a-ad66-7a672d249974","ADULT",,0.2 %,0.02 %,1.34 %,0.21 %,0.04 %,,,,2.08 %,0.69 %,0.04 %,1.0 %,,89.32 %,
"07/27/2025","08:13 AM","06/18/2025","15:07:01","a9aab693-4a37-4c90-9dbf-76ed140b2c65","979abd74-28b2-466f-bfe1-3e2bdc1356f6","1A411030000206D000043978","MDZX4","RE000727","CARTRIDGE","510 THREAD","FERNWAY","FERNWAY SPACE QUEEN 1G CARTRIDGE","INDICA","","10.000000","0.000000","0.000000","24.000000","1","GRAMS","240.000000000000","60.0","600.0","A. LIVE ADULT USE PRODUCTS","06/18/2025","15:16:08","06/17/2025","# 016623","0001082621","","","CARTRIDGE","","FLw","FERNWAY GARDEN STATE LLC","M000074","","","05/24/2026","","","","1 G","","5af51520-47ee-403c-8d4b-b132d0cc8430","ADULT",,0.16 %,0.68 %,0.47 %,1.89 %,0.32 %,,,,2.4 %,0.45 %,,1.36 %,,84.22 %,
"07/27/2025","08:13 AM","06/26/2025","13:29:37","1c6827d0-5a37-45e7-8864-9082caea62e4","b047807a-08f9-45bb-8313-6ac184e6ce8d","1A4110300000002000158148","M9LKR-ADJ-1","RE000727","FLOWER","PRE-PACK","SIMPLY HERB","SIMPLY HERB 3.5G CITRUS SOUR FLOWER","HYBRID","","1.000000","0.000000","0.000000","15.000000","3.5","GRAMS","15.000000000000","35.0","35.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:34:04","05/29/2025","#1010962","0001086739","","","UPLIFTING,RELAXED,EUPHORIC,EVERYDAY STEALS,EARTHY,DIESEL,CITRUS","","uHj","ASCEND NEW JERSEY","9292020","","","11/29/2025","","","","3.5 G","","5834607a-c820-417f-bf56-941dc01dad7c","ADULT",0.03 %,0.11 %,0.06 %,0.35 %,0.28 %,0.07 %,,0.05 %,0.05 %,0.09 %,,0.02 %,0.1 %,,24.99 %,27.95 %
"07/27/2025","08:13 AM","07/17/2025","12:38:35","8a801b24-d0b8-47d7-b734-36544d7a4188","28677fd3-4676-490f-8832-a82fc04da3c0","1A411030000206D000047318","F987O","RE000727","CARTRIDGE","ALL-IN-ONE","FERNWAY","FERNWAY MANDARIN ORANGE 2G TRAVELER","SATIVA","","16.000000","0.000000","0.000000","38.000000","2","GRAMS","608.000000000000","95.0","1520.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","12:48:05","07/16/2025","#017821 (AU)","0001101600","","","DISPOSABLE","","SJX","FERNWAY GARDEN STATE LLC","M000074","","","07/08/2026","","","","2 G","","e6197192-bbca-4bdf-83b9-9075af0c4d9b","ADULT",0.0268 %,,0.0079 %,0.0147 %,0.0217 %,0.0365 %,,0.1131 %,,2.754 %,0.2543 %,,2.73 %,,83.74 %,
"07/27/2025","08:13 AM","05/14/2025","12:21:15","67bca0dc-55c4-4d3a-b2fe-cd40aea8524c","040742f9-9716-412e-9b09-5077aca10faa","1A411030000238D000072899","V9I5V","RE000727","FLOWER","PRE-PACK","PIFF COAST FARMS","PIFF COAST FARMS 3.5G GRAPEFRUIT CHEM FLOWER","S/I","","31.000000","0.000000","0.000000","32.500000","3.5","GRAMS","1007.500000000000","65.0","2015.0","A. LIVE ADULT USE PRODUCTS","05/14/2025","13:53:42","05/13/2025","#4060 (AU)","#1060540","","","UPLIFTING,CREATIVE,TOP SHELF,SKUNKY,GRAPEFRUIT,EARTHY","","11A","GARDEN GREENS NJ","mc000000001","","","11/18/2025","","","","3.5 G","","bf6509b5-cfa9-47f5-ba27-c4999d6a1699","ADULT",0.05 %,0.28 %,,0.66 %,1.1 %,0.02 %,,,,,,,0.1 %,,27.98 %,31.01 %
"07/27/2025","08:13 AM","06/26/2025","12:10:30","adcb0b1a-9099-4f4a-b83c-cc9e58c97cf4","a9657ff3-bcc0-4cf7-a156-4f6478024ec7","1A4110300006C99000020829","AL8U6","RE000727","PREROLL","FLOWER","ROVE","ROVE ICE PACK 1G APPLE FRITTER (ROSIN, DIAMOND, HASH) INFUSED PREROLL","HYBRID","","1.000000","0.000000","0.000000","14.999208","1","GRAMS","14.999208000000","30.0","30.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","12:17:07","06/25/2025","#598","0001088136","","","INFUSED,1G,SWEET,EARTHY,APPLE","","noS","VICTORY NATURAL FARMS, LLC","M000123","","","10/27/2025","","","","1 G","","a0e26e05-e60d-46f0-863e-3919e8fd5b1e","ADULT",,0.11 %,0.02 %,0.39 %,,0.02 %,,,,0.79 %,0.3 %,,,,39.55 %,15.52 %
"07/27/2025","08:13 AM","07/21/2025","14:17:21","72eb37cb-ee4e-41db-a939-e7f337d8be9c","a9d07a08-72aa-4ae9-96c5-a8a76f1fe494","1A41103000076C1000001184","09LE9","RE000727","FLOWER","PRE-PACK","WONDERBRETT","WONDERBRETT 1G SAMPLE STRAWBERRY BLISS FLOWER - 1 G","","","1.000000","0.000000","0.000000","0.000000","1","GRAMS","0E-12","0.01","0.01","EMPLOYEE SAMPLES","07/21/2025","14:21:30","07/16/2025","# 072125-61","0001102159","","","","","xHJ","BLISS CO ","C000206","","","12/01/2025","","","","1 G","","24d95a79-6652-4104-a002-659ad3a26bd5","ADULT",0.0315 %,0.0783 %,0.0361 %,0.185 %,0.507 %,0.052 %,,0.0502 %,0.0572 %,0.0544 %,,,0.389 %,,23.24 %,26.33 %
"07/27/2025","08:13 AM","06/19/2025","14:07:25","6ae4dfa3-8e5c-465f-ba59-db8b7f5eb744","9ed01bb6-42c8-4c07-8f7f-56e5c267615e","1A4110300001CE9000074143","VDZUE","RE000727","CARTRIDGE","510 THREAD","RYTHM","RYTHM 1G AFTERNOON DELIGHT #4 CARTRIDGE - 1 G","HYBRID","","7.000000","0.000000","0.000000","22.500000","1","GRAMS","157.500000000000","70.0","490.0","A. LIVE ADULT USE PRODUCTS","06/19/2025","14:31:27","06/18/2025","# 211457","0001083635","","","BODY HIGH,CREATIVE,UPLIFTING,CARTRIDGE,CITRUS,VANILLA,EARTHY","","q1p","GREEN THUMB INDUSTRIES","","","","","","","","1 G","","31cafa41-024f-4b35-8dd3-94164e18169f","ADULT",
"07/27/2025","08:13 AM","06/19/2025","14:07:25","6ae4dfa3-8e5c-465f-ba59-db8b7f5eb744","914d225f-ca81-468e-adfe-e5da741fae04","1A4110300001CE9000074141","IFAT2","RE000727","CARTRIDGE","510 THREAD","RYTHM","RYTHM 1G XENO CARTRIDGE - 1 G","INDICA","","21.000000","0.000000","0.000000","22.500000","1","GRAMS","472.500000000000","70.0","1470.0","A. LIVE ADULT USE PRODUCTS","06/19/2025","14:31:27","06/18/2025","# 211457","0001083635","","","CARTRIDGE","","zYN","GREEN THUMB INDUSTRIES","","","","05/27/2026","","","","1 G","","534d134d-ecfe-495c-b864-bb14f17425c8","ADULT",,0.16 %,0.14 %,0.47 %,0.23 %,0.07 %,,,,4.29 %,0.36 %,,0.75 %,,83.36 %,
"07/27/2025","08:13 AM","04/03/2025","11:14:56","e713374f-e6cf-4b89-83a1-361da56d1316","59510a22-d1b5-41e9-8530-edc8fcb7fa23","5MWJMO123OGK4JOYUID7MZNW","WCAW8","","CBD","EDIBLE","BAILEYS","BAILEY'S OMEGA HEMP CBD SOFT CHEWS - 5 COUNT “ON-THE-GO“ PACK","","","18.000000","0.000000","0.000000","2.500000","15","MILLIGRAMS","45.000000000000","5.0","90.0","A. LIVE ADULT USE PRODUCTS","04/03/2025","14:06:29","","# 0669 (CBD)","","","","","","veA","BAILEY'S CBD","0000000000001","","","12/01/2026","","","","15 MG","","9f4e4236-487b-40ac-a671-0de7cb31b48e","ALL",
"07/27/2025","08:13 AM","06/23/2025","15:57:01","16be0d4d-62dc-48e7-b43a-e4ce959b30d0","85eb8d1b-f91b-4357-aee9-83af6c7ef8a4","1A41103000002BF000112533","TKZ6I","RE000727","CARTRIDGE","510 THREAD","LEGEND","LEGEND 1G RAINBOW PUSH POP CARTRIDGE","HYBRID","","8.000000","0.000000","0.000000","24.000000","1","GRAMS","192.000000000000","60.0","480.0","A. LIVE ADULT USE PRODUCTS","06/23/2025","15:59:11","04/23/2025","#6513(AU)","0001085107","","","CARTRIDGE","","pJE","TERRASCEND NJ","MM000005","","","09/05/2025","","","","1 G","","2eef8c91-e06b-4e5f-9eec-90953a9b01ea","ADULT",0.03 %,,0.03 %,0.27 %,0.23 %,0.07 %,,,,3.47 %,,,0.46 %,,88.99 %,
"07/27/2025","08:13 AM","07/17/2025","14:23:29","af4fcfeb-9a91-4302-b6a3-e067de51f1a3","cb8c1e2b-2847-4167-a945-3bb70fd5f0cf","1A4110300001CE9000083271","CN5MO","RE000727","PREROLL","FLOWER","RYTHM","RYTHM 1G PINEAPPLE EXPRESS INFUSED PREROLL","HYBRID","","42.000000","0.000000","0.000000","12.500000","1","GRAMS","525.000000000000","25.0","1050.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:36:44","07/16/2025","#1101423 (AU)","0001101423","","","MOOD ENHANCING,EUPHORIA,RELAXATION,RYTHM,INFUSED,1G,PINEAPPLE,PEPPER,MANGO,PINE","","XFL","GREEN THUMB INDUSTRIES","","","","01/04/2026","","","","1 G","","b88658ab-9ca8-4458-90d6-c3c32bf58944","ADULT",0.06 %,0.1 %,0.02 %,0.58 %,0.08 %,0.04 %,,,,0.22 %,,,0.15 %,,41.18 %,44.45 %
"07/27/2025","08:13 AM","06/18/2025","15:07:01","a9aab693-4a37-4c90-9dbf-76ed140b2c65","e5e5a795-318f-47b1-9563-6d2ea12c9e69","1A411030000206D000043972","9S39J","RE000727","CARTRIDGE","510 THREAD","FERNWAY","FERNWAY 1G MANGO CARTRIDGE","HYBRID","","15.000000","0.000000","0.000000","24.000000","1","GRAMS","360.000000000000","60.0","900.0","A. LIVE ADULT USE PRODUCTS","06/18/2025","15:16:08","06/17/2025","# 016623","0001082621","","","CARTRIDGE,1G,HYBRID,MANGO,FERNWAY","","E9o","FERNWAY GARDEN STATE LLC","M000074","","","05/18/2026","","888.0","","1 G","","2924a6b4-7e46-4bb2-9d4e-22e3889de44e","ADULT",0.03 %,0.08 %,0.03 %,0.34 %,1.41 %,0.11 %,,0.14 %,,3.02 %,0.46 %,,0.42 %,,86.99 %,
"07/27/2025","08:13 AM","06/10/2025","13:37:36","ec582219-a857-4cd2-b033-520b1b5b9267","af669293-e453-49a1-a5b4-82bf1f8764a6","1A4110300001CE9000214540","30HGR","RE000727","EDIBLE","CHOCOLATE","INCREDIBLES","INCREDIBLES SNOOZEBERRY 5:1 CHOCOLATE BAR 100 MG","INDICA","","13.000000","0.000000","0.000000","10.000000","100","MILLIGRAMS","130.000000000000","35.0","455.0","A. LIVE ADULT USE PRODUCTS","06/10/2025","14:09:14","06/05/2025","# 209983","0001075107","","","CHOCOLATE,RATIO","","UcI","GREEN THUMB INDUSTRIES","","","","11/29/2025","","100.0","","100 MG","","084dca65-2f8c-4fba-ace0-dad0d42d77f3","ADULT",
"07/27/2025","08:13 AM","05/30/2025","11:51:04","78fc275a-60ee-4a70-8b96-6fd440fdeeed","b2736dbd-140d-4d34-8375-141d63776aa0","1A41103000002BF000109978","W7O5Y","RE000727","EDIBLE","OTHER","WANA","WANA CLASSIC STRAWBERRY LEMONADE 1:1 100MG 10 PK SOFT LOZENGES","HYBRID","","11.000000","0.000000","0.000000","14.000000","100","MILLIGRAMS","154.000000000000","28.0","308.0","A. LIVE ADULT USE PRODUCTS","05/30/2025","12:00:22","05/02/2025","# 6091 ( AU )","0001070803","","","HYBRID,100MG 10PK,RATIO,GUMMY,WANA,EDIBLE","","5JN","TERRASCEND NJ","MM000005","","","09/21/2025","","100.0","","100 MG","","71f315c7-880b-4c2d-bb56-72cee2a3149a","ADULT",,,,,,,,0.18 %,,4.24 %,0.61 %,,,,84.67 %,9.0 %
"07/27/2025","08:13 AM","07/10/2025","14:28:28","007c4b1c-eb7f-44e8-8dfe-a014753dbc09","28106cc2-f7f4-421a-82da-c535aad9d1f6","1A41103000002BF000130599","SJYWC","RE000727","EXTRACT","LIVE RESIN BADDER","KIND TREE","KIND TREE 1G DIRTY BANANA LIVE RESIN BADDER","HYBRID","","11.000000","0.000000","0.000000","26.000000","1","GRAMS","286.000000000000","65.0","715.0","A. LIVE ADULT USE PRODUCTS","07/10/2025","14:36:18","06/02/2025","#6893(AU)","0001096784","","","RELAXING,CALM,BALANCE,LIVE RESIN,BADDER,MUSK,OG,EARTHY","","ji4","TERRASCEND NJ","MM000005","","","11/14/2025","","","","1 G","","0c96273e-132a-43ac-81b0-fb8fdf6236e4","ADULT",0.12 %,0.48 %,0.09 %,1.74 %,0.65 %,0.17 %,,0.18 %,0.2 %,0.36 %,,,1.56 %,,71.36 %,78.76 %
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","75e2dd0e-5cfa-44af-a4e3-16735c3a1c21","1A4110300001CE9000224713","OM3SU","RE000727","EXTRACT","LIVE ROSIN","RYTHM","RYTHM 1G TMZ LIVE ROSIN","HYBRID","","19.000000","0.000000","0.000000","35.000000","1","GRAMS","665.000000000000","90.0","1710.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","LIVE ROSIN","","5MK","GREEN THUMB INDUSTRIES","","","","12/13/2025","","","","1 G","","2f9c8c2b-f29f-45c5-ac3d-c9766a69b154","ADULT",,0.56 %,0.26 %,1.78 %,0.41 %,0.29 %,,,,0.83 %,,,3.14 %,,76.11 %,85.69 %
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","b92be4ba-d2f8-4224-8b58-fb6469f0e4e9","1A4110300000002000161774","4EUJK","RE000727","FLOWER","PRE-PACK","OZONE","OZONE 3.5G MANDARIN Z FLOWER","S/I","","22.000000","0.000000","0.000000","17.500000","3.5","GRAMS","385.000000000000","40.0","880.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","07/01/2025","#1024958","0001097449","","","EUPHORIC,SLEEP,ENERGY,SWEET SPOT,SWEET,PINEY,CITRUS","","3ow","ASCEND NEW JERSEY","9292020","","","01/01/2026","","","","3.5 G","","b18eacad-10fd-49bb-8aac-ab18ab928d63","ADULT",0.06 %,0.11 %,0.06 %,0.31 %,0.12 %,0.11 %,,,,,,,0.71 %,,27.17 %,30.08 %
"07/27/2025","08:13 AM","06/26/2025","12:29:07","e616efe5-45cd-4f9a-8b4b-7826ef4ee072","2fa6e7a7-df6d-40e2-8839-a214f2d834b8","1A4110300005461000007086","G98YJ","RE000727","FLOWER","PRE-PACK","GREEN JOY","GREEN JOY 3.5G MORNING DIESEL FLOWER","SATIVA","","1.000000","0.000000","0.000000","25.000000","3.5","GRAMS","25.000000000000","50.0","50.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","12:44:37","06/25/2025","# 1011063","0001088559","","","TOP SHELF","","dBD","GREEN MEDICINE NJ LLC","C000346","","","12/16/2025","","","","3.5 G","","3ab39e55-b520-4cf0-8aaf-42b13aefa611","ADULT",0.08 %,0.49 %,0.05 %,1.59 %,0.43 %,0.06 %,,,,0.31 %,,,0.46 %,,28.54 %,32.14 %
"07/27/2025","08:13 AM","07/23/2025","16:04:46","b5ca84c6-f2d7-47ba-838f-18f3b790ac79","e6ce0f5c-6103-4c43-84eb-300211444a85","1A41103000002BE000083475","769XF","RE000727","FLOWER","PRE-PACK","KIND TREE","KIND TREE 14G PINK GUAVA FLOWER","SATIVA","","20.000000","0.000000","0.000000","85.500000","14","GRAMS","1710.000000000000","190.0","3800.0","A. LIVE ADULT USE PRODUCTS","07/23/2025","16:10:42","07/15/2025","","","","","SOCIAL,UPLIFTING,HAPPY,BIG BAGS,SWEET,GUAVA,FRUITY","","TAY","TERRASCEND NJ","MM000005","","","01/11/2026","","","","14 G","","f00a5b25-faae-44fa-904d-13fb32f04601","ADULT",0.02 %,0.06 %,0.07 %,0.18 %,0.88 %,0.1 %,,0.04 %,0.04 %,0.16 %,,,0.78 %,,31.03 %,35.08 %
"07/27/2025","08:13 AM","07/23/2025","16:04:46","b5ca84c6-f2d7-47ba-838f-18f3b790ac79","04f75564-54fb-4723-9943-b157519d47ea","1A41103000002BE000083477","A9JV0","RE000727","FLOWER","PRE-PACK SMALLS","LEGEND","LEGEND 28G STANKASAURUS LITTLES","INDICA","","10.000000","0.000000","0.000000","108.000000","28","GRAMS","1080.000000000000","240.0","2400.0","A. LIVE ADULT USE PRODUCTS","07/23/2025","16:10:42","07/10/2025","","","","","EUPHORIC,RELAXED,SEDATIVE,BIG BAGS,EARTHY,DIESEL,SPICY","","QBs","TERRASCEND NJ","MM000005","","","01/11/2026","","","","28 G","","2754c9b4-cf62-490f-9e63-d421b42c07fd","ADULT",0.03 %,0.14 %,0.06 %,0.31 %,1.16 %,0.04 %,,0.05 %,0.06 %,0.14 %,,,0.32 %,,25.12 %,28.1 %
"07/27/2025","08:13 AM","05/15/2025","14:01:54","10b4aa16-dc74-4adf-b790-4d62960f4ecc","910bac29-06cf-44d8-98d5-b8ac1e42f575","1A411030000601A000007710","Z9UCP","RE000727","FLOWER","PRE-PACK","GROWN ROGUE","GROWN ROGUE 3.5G WASHINGTON APPLE FLOWER","I/S","","14.000000","0.000000","0.000000","27.500000","3.5","GRAMS","385.000000000000","55.0","770.0","A. LIVE ADULT USE PRODUCTS","05/15/2025","15:17:04","04/07/2025","# 4684 ( AU )","0001061568","","","EUPHORIA,RELAXATION,TOP SHELF,SWEET,CITRUS,APPLE","","U91","ABCO GARDEN STATE LLC","C000077","","","09/17/2025","","","","3.5 G","","15988f12-4a11-4870-9639-e5dd72bcf157","ADULT",0.07 %,0.07 %,0.05 %,0.26 %,0.4 %,0.06 %,,,,0.21 %,,,0.45 %,,28.6 %,31.99 %
"07/27/2025","08:13 AM","05/27/2025","10:31:31","b2ff449b-c120-4cd5-bbf5-191ebc0ba2dc","ee242932-5fc9-48c8-b1c7-3bdb4daa06fc","1A411030000238D000074461","NEQWO","RE000727","FLOWER","PRE-PACK","GARDEN GREENS","GARDEN GREENS 3.5G CANDY FUMES FLOWER","HYBRID","","4.000000","0.000000","0.000000","28.500000","3.5","GRAMS","114.000000000000","60.0","240.0","A. LIVE ADULT USE PRODUCTS","05/27/2025","10:44:23","05/23/2025","# 4172 ( AU ) ","0001067893","","","CREATIVE,EUPHORIC,RELAXED,TOP SHELF,GARDEN GREENS,FRUITY,CREAMY,SWEET","","HOf","GARDEN GREENS NJ","mc000000001","","","11/18/2025","","","","3.5 G","","698c977e-0f6f-463d-b0f2-87de5d934900","ADULT",0.05 %,0.36 %,0.26 %,0.59 %,0.06 %,0.2 %,,,,,,,1.32 %,,28.6 %,30.9 %
"07/27/2025","08:13 AM","06/18/2025","15:26:04","108095af-fb39-4131-932e-851217bfa617","9041242b-df2f-4deb-8c3f-59e5edcdc1a4","1A41103000034BD000005315","ZBY1T","RE000727","EDIBLE","GUMMY","THE GROWFATHER","THE GROWFATHER 100MG 10PK 2:1 THC:CBG TROPICAL NANO-INFUSED GUMMY - 100 MG - 10 PACK","SATIVA","","39.000000","0.000000","0.000000","10.416667","100","MILLIGRAMS","406.250013000000","30.0","1170.0","A. LIVE ADULT USE PRODUCTS","06/18/2025","15:35:00","06/17/2025","# 0000619","0001083174","","","CREATIVITY,FOCUS,UPLIFTING,GUMMY,NANO","","RSG","LITTLE LEAF LABS LLC","M000090","","","10/16/2025","","","","100 MG","","02f25e62-2a75-44bb-b111-a7cea2e0a6f9","ADULT",
